victor_id	ogg_iri	victor_host_name	victor_host_taxon	victor_host_cell_ontology_iri	victor_host_cell_ontology_name	victor_host_cell_line_ontology_iri	victor_host_cell_line_ontology_name	reference_annotation
3270	OGG_3000931054	mouse	10090					MUTATION: SP_1780 mutant is attenuated in mice [PMID:12207705].
3271	OGG_3000931055	mouse	10090					MUTATION: SP_1771 mutant is attenuated in mice [PMID:12207705].
3272	OGG_3000931057	mouse	10090					MUTATION: SP_1779 mutant is attenuated in mice [PMID:12207705].
3273	OGG_3000931060	mouse	10090					MUTATION: SP_1772 mutant is attenuated in mice [PMID:12207705].
3274	OGG_3000931073	mouse	10090					MUTATION: SP_1760 mutant is attenuated in mice [PMID:12207705].
3275	OGG_3000931115	mouse	10090					MUTATION: SP_1717 mutant is attenuated in mice [PMID:12207705].
3276	OGG_3000931117	mouse	10090					MUTATION: SP_1715 mutant is attenuated in mice [PMID:12207705].
3277	OGG_3000931126	mouse	10090					MUTATION: Sp_1706 mutant is attenuated in mice [PMID:12207705].
3278	OGG_3000931175	mouse	10090					MUTATION: SP_1652 mutant is attenuated in mice [PMID:12207705].
3279	OGG_3000931185	mouse	10090					MUTATION: SP_1654 mutant is attenuated in mice [PMID:12207705].
3280	OGG_3000931191	mouse	10090					MUTATION: SP_1646 mutant is attenuated in mice [PMID:12207705].
3281	OGG_3000931192	mouse	10090					MUTATION: SP_1645 mutant is attenuated in mice [PMID:12207705].
3282	OGG_3000931205	mouse	10090					MUTATION: SP_1636 mutant is attenuated in mice [PMID:12207705].
3283	OGG_3000931206	mouse	10090					MUTATION: SP_1633 mutant is attenuated in mice [PMID:12207705].
3284	OGG_3000931254	mouse	10090					MUTATION: SP_1591 mutant is attenuated in mice [PMID:12207705].
3285	OGG_3000931258	mouse	10090					MUTATION: SP_1580 mutant is attenuated in mice [PMID:12207705].
3288	OGG_3000931296	mouse	10090					MUTATION: SP_1544 mutant is attenuated in mice [PMID:12207705].
3289	OGG_3000931302	mouse	10090					MUTATION: SP_1538 mutant is attenuated in mice [PMID:12207705].
3290	OGG_3000931308	mouse	10090					MUTATION: SP_1529 mutant is attenuated in mice [PMID:12207705].
3291	OGG_3000931319	mouse	10090					MUTATION: SP_1518 mutant is attenuated in mice [PMID:12207705].
3292	OGG_3000931359	mouse	10090					MUTATION: SP_1483 mutant is attenuated in mice [PMID:12207705].
3293	OGG_3000931406	mouse	10090					MUTATION: SP_1433 mutant is attenuated in mice [PMID:12207705].
3294	OGG_3000931407	mouse	10090					MUTATION: SP_1434 mutant is attenuated in mice [PMID:12207705].
3295	OGG_3000931411	mouse	10090					MUTATION: SP_1431 mutant is attenuated in mice [PMID:12207705].
3296	OGG_3000931432	mouse	10090					MUTATION: SP_1400 mutant is attenuated in mice [PMID:12207705].
3297	OGG_3000931438	mouse	10090					MUTATION: SP_1339 mutant is attenuated in mice [PMID:12207705].
3298	OGG_3000931439	mouse	10090					MUTATION: SP_1398 mutant is attenuated in mice [PMID:12207705].
3299	OGG_3000931441	mouse	10090					MUTATION: SP_1396 mutant is attenuated in mice [PMID:12207705].
3300	OGG_3000931450	mouse	10090					MUTATION: SP_1378 mutant is attenuated in mice [PMID:12207705].
3301	OGG_3000931456	mouse	10090					MUTATION: SP_1382 mutant is attenuated in mice [PMID:12207705].
3302	OGG_3000931457	mouse	10090					MUTATION: aroD mutant is attenuated in mice [PMID:12207705].
3303	OGG_3000931491	mouse	10090					MUTATION: CoiA mutant is attenuated in mice [PMID:12207705].
3304	OGG_3000931492	mouse	10090					MUTATION: SP_0979 mutant is attenuated in mice [PMID:12207705].
3305	OGG_3000931514	mouse	10090					MUTATION: SP_1001 mutant is attenuated in mice [PMID:12207705].
3306	OGG_3000931516	mouse	10090					MUTATION: SP_1003 mutant is attenuated in mice [PMID:12207705].
3307	OGG_3000931532	mouse	10090					MUTATION: SP_1018 mutant is attenuated in mice [PMID:12207705].
3308	OGG_3000931537	mouse	10090					MUTATION: SP_1023 mutant is attenuated in mice [PMID:12207705].
3309	OGG_3000931543	mouse	10090					MUTATION: SP_1029 mutant is attenuated in mice [PMID:12207705].
3310	OGG_3000931546	mouse	10090					MUTATION: SP_1032 mutant is attenuated in mice [PMID:12207705].
3311	OGG_3000931554	mouse	10090					MUTATION: SP_1040 mutant is attenuated in mice [PMID:12207705].
3312	OGG_3000931557	mouse	10090					MUTATION: Sp_1043 (phgA) mutant is attenuated in mice [PMID:15271918].
3313	OGG_3000931559	mouse	10090					MUTATION: SP_1045 (phgC) mutant is attenuated in mice [PMID:15271918].
3314	OGG_3000931603	mouse	10090					MUTATION: SP_1089 mutant is attenuated in mice [PMID:12207705].
3315	OGG_3000931625	mouse	10090					MUTATION: SP_1111 mutant is attenuated in mice [PMID:12207705].
3316	OGG_3000931626	mouse	10090					MUTATION: SP_1112 mutant is attenuated in mice [PMID:12207705].
3317	OGG_3000931629	mouse	10090					MUTATION: SP_1115 mutant is attenuated in mice [PMID:12207705].
3318	OGG_3000931632	mouse	10090					MUTATION: SP_1118 mutant is attenuated in mice [PMID:12207705].
3319	OGG_3000931635	mouse	10090					MUTATION: SP_1121 mutant is attenuated in mice [PMID:12207705].
3320	OGG_3000931641	mouse	10090					MUTATION: SP_1127 mutant is attenuated in mice [PMID:12207705].
3321	OGG_3000931657	mouse	10090					MUTATION: SP_1143 mutant is attenuated in mice [PMID:12207705].
3322	OGG_3000931667	mouse	10090					MUTATION: SP_1153 mutant is attenuated in mice [PMID:12207705].
3323	OGG_3000931668	mouse	10090					MUTATION: SP_1154 mutant is attenuated in mice [PMID:12207705].
3324	OGG_3000931670	mouse	10090					MUTATION: rnhB mutant is attenuated in mice [PMID:12207705].
3325	OGG_3000931688	mouse	10090					MUTATION: SP_1174 mutant is attenuated in mice [PMID:12207705].
3326	OGG_3000931689	mouse	10090					MUTATION: SP_1175 mutant is attenuated in mice [PMID:12207705].
3327	OGG_3000931707	mouse	10090					MUTATION: LacA mutant is attenuated in mice [PMID:12207705].
3328	OGG_3000931716	mouse	10090					MUTATION: RecN mutant is attenuated in mice [PMID:12207705].
3329	OGG_3000931792	mouse	10090					MUTATION: SP_1278 mutant is attenuated in mice [PMID:12207705].
3330	OGG_3000931795	mouse	10090					MUTATION: SP_1281 mutant is attenuated in mice [PMID:12207705].
3331	OGG_3000931799	mouse	10090					MUTATION: gidB mutant is attenuated in mice [PMID:12207705].
3332	OGG_3000931800	mouse	10090					MUTATION: SP_1286 mutant is attenuated in mice [PMID:12207705].
3333	OGG_3000931806	mouse	10090					MUTATION: SP_1292 mutant is attenuated in mice [PMID:12207705].
3334	OGG_3000931837	mouse	10090					MUTATION: SP_1321 mutant is attenuated in mice [PMID:12207705].
3335	OGG_3000931845	mouse	10090					MUTATION: SP_1328 mutant is attenuated in mice [PMID:12207705].
3336	OGG_3000931860	mouse	10090					MUTATION: SP_1343 mutant is attenuated in mice [PMID:12207705].
3337	OGG_3000931861	mouse	10090					MUTATION: SP_1344 mutant is attenuated in mice [PMID:12207705].
3338	OGG_3000931883	mouse	10090					MUTATION: SP_1941 mutant is attenuated in mice [PMID:12207705].
3339	OGG_3000931885	mouse	10090					MUTATION: SP_1970 mutant is attenuated in mice [PMID:12207705].
3340	OGG_3000931895	mouse	10090					MUTATION: SP_1988 mutant is attenuated in mice [PMID:12207705].
3341	OGG_3000931907	mouse	10090					MUTATION: cbpD mutant is attenuated in mice [PMID:12207705].
3342	OGG_3000931908	mouse	10090					MUTATION: SP_2236 mutant is attenuated in mice [PMID:12207705].
3343	OGG_3000931915	mouse	10090					MUTATION: pneumolysin mutant is attenuated in mice [PMID:12207705].
3344	OGG_3000931916	mouse	10090					MUTATION:SP_1956 mutant is attenuated in mice [PMID:12207705].
3345	OGG_3000931921	mouse	10090					MUTATION: SP_2190 mutant is attenuated in mice [PMID:12207705].
3346	OGG_3000931927	mouse	10090					MUTATION: SP_2176 mutant is attenuated in mice [PMID:12207705].
3347	OGG_3000931928	mouse	10090					MUTATION: SP_2182 mutant is attenuated in mice [PMID:12207705].
3348	OGG_3000931931	mouse	10090					MUTATION: fucK mutant is attenuated in mice [PMID:12207705].
3349	OGG_3000931935	mouse	10090					MUTATION: SP_2159 mutant is attenuated in mice [PMID:12207705].
3350	OGG_3000931940	mouse	10090					MUTATION: SP_2146 mutant is attenuated in mice [PMID:12207705].
3351	OGG_3000931944	mouse	10090					MUTATION: SP_2142 mutant is attenuated in mice [PMID:12207705].
3352	OGG_3000931946	mouse	10090					MUTATION: PcpA mutant is attenuated in mice [PMID:12207705].
3353	OGG_3000931948	mouse	10090					MUTATION: SP_2131 mutant is attenuated in mice [PMID:12207705].
3354	OGG_3000931957	mouse	10090					MUTATION: SP_2105 mutant is attenuated in mice [PMID:12207705].
3355	OGG_3000931966	mouse	10090					MUTATION: SP_2086 mutant is attenuated in mice [PMID:12207705].
3356	OGG_3000931978	mouse	10090					MUTATION: SP_2060 mutant is attenuated in mice [PMID:12207705].
3357	OGG_3000931979	mouse	10090					MUTATION: CglB mutant is attenuated in mice [PMID:12207705].
3358	OGG_3000931984	mouse	10090					MUTATION: SP_1939 mutant is attenuated in mice [PMID:12207705].
3359	OGG_3000931986	mouse	10090					MUTATION: SP_2002 mutant is attenuated in mice [PMID:12207705].
3360	OGG_3000932016	mouse	10090					MUTATION: SP_2017 mutant is attenuated in mice [PMID:12207705].
3361	OGG_3000932024	mouse	10090					MUTATION: SP_2022 mutant is attenuated in mice [PMID:12207705].
3362	OGG_3000932042	mouse	10090					MUTATION: SP_2039 mutant is attenuated in mice [PMID:12207705].
3364	OGG_3002650114	human	9606					MUTATION: spaC (DIP2010) mutant has diminished adherence to human pharyngeal epithelial cells [PMID:17376076].
3364	OGG_3002650114	human	9606	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: spaC (DIP2010) mutant has diminished adherence to human pharyngeal epithelial cells [PMID:17376076].
3365	OGG_3002650115	human	9606					MUTATION: spaB (DIP2011) mutant has diminished adherence to human pharyngeal epithelial cells [PMID:17376076].
3365	OGG_3002650115	human	9606	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: spaB (DIP2011) mutant has diminished adherence to human pharyngeal epithelial cells [PMID:17376076].
3368	OGG_3007002513	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
3369	OGG_3006967035	mouse	10090					MUTATION: attenuated in mice [PMID:11553558]
3371	OGG_3006967851	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3373	OGG_3006968671	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
3375	OGG_3006969617	human	9606					MUTATION: attenuated in mice and humans [PMID:18482721].
3375	OGG_3006969617	mouse	10090					MUTATION: attenuated in mice and humans [PMID:18482721].
3378	OGG_3007009855	human	9606					MUTATION: knockout strains reduced damage and adherence to human gastric epithelial cells [PMID:18811585].
3378	OGG_3007009855	human	9606	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: knockout strains reduced damage and adherence to human gastric epithelial cells [PMID:18811585].
3379	OGG_3007010020	mouse	10090					MUTATION: knockout did not cause gastric ulcers in mice compared to wild type [PMID:20046046].
3383	OGG_3007010375	human	9606					MUTATION: knockout strain reduced adherence to human gastric epithelial cells [PMID:10454640].
3383	OGG_3007010375	human	9606	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: knockout strain reduced adherence to human gastric epithelial cells [PMID:10454640].
3386	OGG_3007010497	mouse	10090					MUTATION: knockout strain showed reduced adhesion and colonization in mice [PMID:17492999].
3390	OGG_3006962890	human	9606					MUTATION: knockout strain reduced adherence to human gastric epithelial cells [PMID:10454640].
3390	OGG_3006962890	human	9606	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: knockout strain reduced adherence to human gastric epithelial cells [PMID:10454640].
3393	OGG_3006963000	mouse	10090					MUTATION: knockout strain showed reduced adhesion and colonization in mice [PMID:17492999].
3399	OGG_3006963731	mouse	10090					MUTATION: knockout did not cause gastric ulcers in mice compared to wild type [PMID:20046046].
3400	OGG_3006947533	mouse	10090					MUTATION: fur mutants are attenuated in mice [PMID:19577637].
3401	OGG_3006947663	mouse	10090					MUTATION: sodC mutant is attenuated in mice [PMID:19577637].
3403	OGG_3006947830	mouse	10090					MUTATION: sodC mutant is attenuated in mice [PMID:19577637].
3404	OGG_3006948133	mouse	10090					MUTATION: rpoS mutants are attenuated in mice [PMID:19577637].
3405	OGG_3006948145	mouse	10090					MUTATION: relA mutant is attenuated in mice [PMID:19577637].
3406	OGG_3006948918	mouse	10090					MUTATION: htrA mutant is attenuated in mice [PMID:19577637].
3407	OGG_3006948995	mouse	10090					MUTATION: ompR mutants are attenuated in mice [PMID:19577637].
3408	OGG_3006949187	mouse	10090					MUTATION: galE mutants are attenuated in mice [PMID:19577637].
3409	OGG_3006949452	chicken	9031					MUTATION: invA mutants are attenuated in chicks infected orally but not intraperitoneally  [PMID:9087319].
3410	OGG_3006949458	chicken	9031					MUTATION: invC mutants are attenuated in chicks infected orally but not intraperitoneally [PMID:9087319].
3411	OGG_3006949622	mouse	10090					MUTATION: hfq mutant is attenuated in mice [PMID:19577637].
3412	OGG_3006950049	mouse	10090					MUTATION: phoP mutants are attenuated in mice [PMID:19577637].
3413	OGG_3006950110	mouse	10090					MUTATION: rfaL mutants are attenuated in mice [PMID:19577637].
3414	OGG_3006950120	mouse	10090					MUTATION: rfaG mutants are attenuated in mice [PMID:19577637].
3415	OGG_3006950173	mouse	10090					MUTATION: misL mutant is attenuated in mice [PMID:19577637].
3416	OGG_3006950239	mouse	10090					MUTATION: spoT mutants are attenuated in mice [PMID:19577637].
3417	OGG_3006950322	mouse	10090					MUTATION: aroA mutants are attenuated in mice [PMID:19577637].
3418	OGG_3006950340	chicken	9031					MUTATION: iacP mutants were noninvasive in chicks [PMID:11731137].
3419	OGG_3006950346	chicken	9031					MUTATION: sipD mutants were noninvasive in chicks [PMID:11731137].
3420	OGG_3006950348	chicken	9031					MUTATION: sipB mutants were significantly less invasive in chickens than the wild-type [PMID:19322708].
3421	OGG_3006950363	mouse	10090					MUTATION: slyA mutant is attenuated in mice [PMID:8290552].
3422	OGG_3006950412	mouse	10090					MUTATION: ssrA mutant is attenuated in mice [PMID:19577637].
3423	OGG_3006950423	human	9606					MUTATION: ssaV and aroC double mutants are attenuated in humans [PMID:19745519].
3424	OGG_3006950437	mouse	10090					MUTATION: sseA mutant is attenuated in mice [PMID:19577637].
3425	OGG_3006950532	mouse	10090					MUTATION: clpP mutant is attenuated in mice [PMID:19577637].
3426	OGG_3006951022	mouse	10090					MUTATION: aroD mutants are attenuated in mice [PMID:19577637].
3428	OGG_3006924868	mouse	10090					MUTATION: slyA mutant is attenuated in mice [PMID:8290552].
3429	OGG_3006924929	human	9606					MUTATION: ssaV and aroC double mutants are attenuated in humans [PMID:19745519].
3430	OGG_3007011361	mouse	10090					MUTATION: NSP4 mutants that fail to bind or signal through integrin alpha2 were attenuated in diarrhea induction in neonatal mice [PMID:18587047].
3432	OGG_3006478755	mouse	10090					MUTATION: piaA piuB double mutant is attenuated in systemic infection of mice [PMID:12117949].
3433	OGG_3006478858	mouse	10090					MUTATION: psaB mutant is attenuated in mice [PMID:11988523].
3434	OGG_3006478869	human	9606					MUTATION: glnA mutant had significantly reduced adhesion to Detroit 562 human pharyngeal epithelial cells [PMID:16787930].
3434	OGG_3006478869	human	9606	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: glnA mutant had significantly reduced adhesion to Detroit 562 human pharyngeal epithelial cells [PMID:16787930].
3435	OGG_3006478876	mouse	10090					MUTATION: iga mutant is attenuated in mice [PMID:12841855].
3436	OGG_3006478888	mouse	10090					MUTATION: cpsC mutant is avirulent in mice [PMID:15122528].
3437	OGG_3006478940	mouse	10090					MUTATION: sodA mutant is attenuated in mice [PMID:10768978].
3438	OGG_3006478968	human	9606					MUTATION: cbpE has reduced colonization of nasopharynx of rats and reduced adherence to human epithelial cells [PMID:10992472].
3438	OGG_3006478968	human	9606	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: cbpE has reduced colonization of nasopharynx of rats and reduced adherence to human epithelial cells [PMID:10992472].
3439	OGG_3006478994	mouse	10090					MUTATION: codY mutant has lower bacterial loads during infection in mice compared to the wild type and have a diminished ability to adhere to nasopharangeal cells in vitro [PMID:18024519].
3441	OGG_3006479105	mouse	10090					MUTATION: zmpB mutant is attenuated in mice [PMID:12841855].
3442	OGG_3006479228	human	9606					MUTATION: cbpG has reduced colonization of nasopharynx of rats and reduced adherence to human epithelial cells [PMID:10992472].
3442	OGG_3006479228	human	9606	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: cbpG has reduced colonization of nasopharynx of rats and reduced adherence to human epithelial cells [PMID:10992472].
3443	OGG_3006479310	mouse	10090					MUTATION:  a purL mutant was attenuated in a murine model [PMID:11359563]
3444	OGG_3006479320	rabbit	9986					MUTATION: spxB mutant has a loss in the ability to attach eukayrotic cells and is attenuated in rabbits [PMID:8820650].
3445	OGG_3006479325	mouse	10090					MUTATION: pgdA mutant is attenuated in mice [PMID:12438406].
3446	OGG_3006479425	mouse	10090					MUTATION: cpsB mutant is avirulent in mice [PMID:15122528].
3447	OGG_3006479482	mouse	10090					MUTATION: zmpC mutant is attenuated in mice [PMID:12864860].
3448	OGG_3006479630	mouse	10090					MUTATION: ciaR mutant is attenuated in mice [PMID:15292127].
3449	OGG_3006479683	mouse	10090					MUTATION: ply mutant is attenuated in mice [PMID:10603379].
3450	OGG_3006479746	mouse	10090					MUTATION: nanA mutant is attenuated in mice [PMID:9826334].
3451	OGG_3006479772	mouse	10090					MUTATION: ritR mutant is attenuated in lung infection model of mice [PMID:15547286].
3452	OGG_3006479830	mouse	10090					MUTATION: glnP mutant is attenuated in mice [PMID:18174343].
3453	OGG_3006480061	mouse	10090					MUTATION: mutX is attenuated in mice [PMID:9826334].
3454	OGG_3006480079	mouse	10090					MUTATION: luxS mutant has defective ability to persist in the nasopharyngeal tissues of mice [PMID:15102809].
3455	OGG_3006480115	mouse	10090					MUTATION: pspC mutant has reduced ability to colonize the nasopharynx of mice compared to t he wild type [PMID:17261599].
3456	OGG_3006480167	mouse	10090					MUTATION: pspA mutant is attenuated in mice [PMID:10603379].
3457	OGG_3006480263	mouse	10090					MUTATION: regR mutant is attenuated in mice [PMID:12704136].
3458	OGG_3006480363	mouse	10090					MUTATION: lytA mutant is attenuated in mice [PMID:10603379].
3459	OGG_3006480374	mouse	10090					MUTATION: potD mutant is attenuated in pulmonary and systemic models of infection in mice [PMID:16368990].
3461	OGG_3006480660	mouse	10090					MUTATION: psaA mutant is attenuated in mice [PMID:8945574].
3462	OGG_3006480715	mouse	10090					MUTATION: psaC mutant is attenuated in mice [PMID:11988523].
3463	OGG_3007379404	mouse	10090					MUTATION: iroA gene cluster mutants were unable to resist Lcn2 in mouse serum [PMID:17060628].
3464	OGG_3007379484	chicken	9031					MUTATION: attenuated in chicks [PMID:18541653].
3465	OGG_3007379559	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3466	OGG_3007379561	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3467	OGG_3007379562	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3468	OGG_3007379563	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3469	OGG_3007324506	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3470	OGG_3007324507	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3471	OGG_3007324508	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3472	OGG_3007324509	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3473	OGG_3007324510	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3474	OGG_3007324522	chicken	9031					MUTATION: attenuated in chicks [PMID:18541653].
3475	OGG_3007324523	chicken	9031					MUTATION: attenuated in chicks [PMID:18541653].
3476	OGG_3007324524	chicken	9031					MUTATION: attenuated in chicks [PMID:18541653].
3477	OGG_3007324526	mouse	10090					MUTATION: iroA gene cluster mutants were unable to resist Lcn2 in mouse serum [PMID:17060628].
3481	OGG_3007061491	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3482	OGG_3007061758	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
3484	OGG_3007061913	cattle	9913					MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
3485	OGG_3007062125	human	9606					MUTATION: attenuated in mice and humans [PMID:18482721].
3485	OGG_3007062125	mouse	10090					MUTATION: attenuated in mice and humans [PMID:18482721].
3486	OGG_3007062686	rabbit	9986					MUTATION: deletion of escN abolished pathogenicity in infant rabbits compared to wild-type EHEC [PMID:15731044].
3492	OGG_3007063868	human	9606					MUTATION: attenuated in humans [PMID:8376594].
3496	OGG_3007064346	human	9606					MUTATION: deletion mutant attenuated in humans compared to wild-type EPEC [PMID:10816529].
3497	OGG_3007064347	rabbit	9986					MUTATION: deletion mutant is attenuated in infant rabbits [PMID:15731044].
3499	OGG_3007065057	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3500	OGG_3007155270	human	9606					MUTATION: attenuated to human neutrophils in vitro [PMID:7960108].
3502	OGG_3007155293	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3503	OGG_3007155420	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3506	OGG_3007156362	human	9606					MUTATION: attenuated in mice in humans [PMID:18482721].
3506	OGG_3007156362	mouse	10090					MUTATION: attenuated in mice in humans [PMID:18482721].
3507	OGG_3007156875	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3508	OGG_3007156876	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3509	OGG_3007156877	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3510	OGG_3007156878	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3515	OGG_3007158576	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3518	OGG_3007150281	human	9606					MUTATION: tia deletion strains were noninvasive and lacked the ability to adhere to human ileocecal cells [PMID:8675335].
3520	OGG_3007151167	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3521	OGG_3007151334	human	9606					MUTATION: attenuated in mice and humans [PMID:18482721].
3521	OGG_3007151334	mouse	10090					MUTATION: attenuated in mice and humans [PMID:18482721].
3522	OGG_3007151372	cattle	9913					MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
3524	OGG_3007151862	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3525	OGG_3007151863	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3526	OGG_3007151864	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3527	OGG_3007151865	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3529	OGG_3007152338	human	9606					MUTATION: attenuated to human neutrophils in vitro [PMID:7960108].
3530	OGG_3007152341	human	9606					MUTATION: tia deletion strains were noninvasive and lacked the ability to adhere to human ileocecal cells [PMID:8675335].
3532	OGG_3007152851	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3533	OGG_3007153071	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
3534	OGG_3007153490	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3538	OGG_3007145054	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3539	OGG_3007145114	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3540	OGG_3007146638	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3541	OGG_3007146639	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3542	OGG_3007146640	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3543	OGG_3007146641	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3544	OGG_3007147756	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
3547	OGG_3007148346	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3549	OGG_3007140515	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3551	OGG_3007141515	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
3552	OGG_3007141983	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3553	OGG_3007142129	cattle	9913					MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
3554	OGG_3007142472	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3555	OGG_3007142473	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3556	OGG_3007142474	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3557	OGG_3007142475	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3560	OGG_3007143612	mouse	10090					MUTATION: attenuated in mice. [PMID:11553558].
3561	OGG_3007119366	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3562	OGG_3007119392	mouse	10090					MUTATION: iroA gene cluster mutants were unable to resist Lcn2 in mouse serum [PMID:17060628].
3563	OGG_3007119430	chicken	9031					MUTATION: attenuated in chicks [PMID:18541653].
3564	OGG_3007119431	chicken	9031					MUTATION: attenuated in chicks [PMID:18541653].
3565	OGG_3007119432	chicken	9031					MUTATION: attenuated in chicks [PMID:18541653].
3566	OGG_3007119436	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3567	OGG_3007119437	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3568	OGG_3007119438	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3569	OGG_3007119439	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3572	OGG_3007129499	human	9606					MUTATION: attenuated in mice and humans [PMID:18482721].
3572	OGG_3007129499	mouse	10090					MUTATION: attenuated in mice and humans [PMID:18482721].
3575	OGG_3007130233	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3578	OGG_3007131265	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
3579	OGG_3007131480	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3581	OGG_3007132788	cattle	9913					MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
3583	OGG_3007133342	human	9606					MUTATION: tia deletion strains were noninvasive and lacked the ability to adhere to human ileocecal cells [PMID:8675335].
3584	OGG_3007133471	human	9606					MUTATION: attenuated to human neutrophils in vitro [PMID:7960108].
3586	OGG_3007125629	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3587	OGG_3007126217	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
3589	OGG_3007126825	cattle	9913					MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
3590	OGG_3007127116	human	9606					MUTATION: attenuated in mice and humans [PMID:18482721].
3590	OGG_3007127116	mouse	10090					MUTATION: attenuated in mice and humans [PMID:18482721].
3591	OGG_3007127821	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3594	OGG_3007056323	human	9606					MUTATION: bfpF mutant colonized the human intestine but was about 200-fold less virulent than the wild-type EPEC [PMID:9641917].
