victor_id	ncbi_gene_id	ogg_iri	reference_annotation
3480	7061130	http://purl.obolibrary.org/obo/OGG_3007061130	MUTATION: espF mutant of EPEC is deficient in its ability to disrupt electrical resistance across a polarized monolayer of intestinal epithelial cells, suggesting that EspF is an effector molecule required for disrupting intestinal epithelial barrier function [PMID:11238563].
3481	7061491	http://purl.obolibrary.org/obo/OGG_3007061491	MUTATION: attenuated in mice [PMID:11553558].
3482	7061758	http://purl.obolibrary.org/obo/OGG_3007061758	MUTATION: attenuated in mice [PMID:12117951].
3483	7061805	http://purl.obolibrary.org/obo/OGG_3007061805	MUTATION: map EPEC mutants have significantly reduced levels of invasion of HeLa cells [PMID:14531893].
3484	7061913	http://purl.obolibrary.org/obo/OGG_3007061913	MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
3485	7062125	http://purl.obolibrary.org/obo/OGG_3007062125	MUTATION: attenuated in mice and humans [PMID:18482721].
3486	7062686	http://purl.obolibrary.org/obo/OGG_3007062686	MUTATION: deletion of escN abolished pathogenicity in infant rabbits compared to wild-type EHEC [PMID:15731044].
3487	7062691	http://purl.obolibrary.org/obo/OGG_3007062691	MUTATION: ler mutants had less adhesion to HeLa cells, ler is a regulator of many virulence genes in the LEE PAI which are needed for adherence [PMID:18794291].
3488	7062692	http://purl.obolibrary.org/obo/OGG_3007062692	MUTATION: the inhibitory effect of the espG mutant on Cl– uptake in Caco-2 monolayers was significantly attenuated as compared with wild-type EPEC [PMID:17256057].
3489	7062790	http://purl.obolibrary.org/obo/OGG_3007062790	MUTATION: chuA mutant unable to grow on iron-depleted medium containing heme [PMID:9157252].
3490	7063342	http://purl.obolibrary.org/obo/OGG_3007063342	MUTATION: OmpA− strains are unable to cause actin condensation needed for invasion of brain epithelial cells [PMID:10531228].
3491	7063831	http://purl.obolibrary.org/obo/OGG_3007063831	MUTATION: ecpA mutant had attenuated adherence to HEp-2 cells compared to the parental EHEC strain [PMID:17563352].
3492	7063868	http://purl.obolibrary.org/obo/OGG_3007063868	MUTATION: attenuated in humans [PMID:8376594].
3493	7063878	http://purl.obolibrary.org/obo/OGG_3007063878	MUTATION: espD deletion mutant of the enterohemorrhagic E. coli (EHEC) strain EDL933 had impaired attachment to HeLa cells [PMID:10456938].
3494	7063880	http://purl.obolibrary.org/obo/OGG_3007063880	MUTATION: deletion of espA in STEC abolished ability to attach to HeLa cells and induce actin rearrangements [PMID:9786192].
3495	7063974	http://purl.obolibrary.org/obo/OGG_3007063974	MUTATION: mutation of dsbA led to degradation of bundilin and an absence of localized adherence to host cells in EPEC [PMID:9224871].
3496	7064346	http://purl.obolibrary.org/obo/OGG_3007064346	MUTATION: deletion mutant attenuated in humans compared to wild-type EPEC [PMID:10816529].
3497	7064347	http://purl.obolibrary.org/obo/OGG_3007064347	MUTATION: deletion mutant is attenuated in infant rabbits [PMID:15731044].
3498	7064348	http://purl.obolibrary.org/obo/OGG_3007064348	MUTATION: tir deletion strains are unable to adhere to tissue in an in vitro organ culture [PMID:17474908].
3499	7065057	http://purl.obolibrary.org/obo/OGG_3007065057	MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3500	7155270	http://purl.obolibrary.org/obo/OGG_3007155270	MUTATION: attenuated to human neutrophils in vitro [PMID:7960108].
3501	7155292	http://purl.obolibrary.org/obo/OGG_3007155292	MUTATION: Sat elicits cytopathic activity that damages host tissue and may increase the ability of E. coli to propagate [PMID:12117966].
3502	7155293	http://purl.obolibrary.org/obo/OGG_3007155293	MUTATION: attenuated in mice [PMID:11553558].
3503	7155420	http://purl.obolibrary.org/obo/OGG_3007155420	MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3504	7155811	http://purl.obolibrary.org/obo/OGG_3007155811	MUTATION: disruption mutant was less invasive in an in vitro HBMEC invasion assay than the wild-type E. coli K1 [PMID:10948126].
3505	7155958	http://purl.obolibrary.org/obo/OGG_3007155958	MUTATION: chuA mutant unable to grow on iron-depleted medium containing heme [PMID:9157252].
3506	7156362	http://purl.obolibrary.org/obo/OGG_3007156362	MUTATION: attenuated in mice in humans [PMID:18482721].
3507	7156875	http://purl.obolibrary.org/obo/OGG_3007156875	MUTATION: attenuated in mice [PMID:2973985].
3508	7156876	http://purl.obolibrary.org/obo/OGG_3007156876	MUTATION: attenuated in mice [PMID:2973985].
3509	7156877	http://purl.obolibrary.org/obo/OGG_3007156877	MUTATION: attenuated in mice [PMID:2973985].
3510	7156878	http://purl.obolibrary.org/obo/OGG_3007156878	MUTATION: attenuated in mice [PMID:2973985].
3511	7157388	http://purl.obolibrary.org/obo/OGG_3007157388	MUTATION: mutant papA in wild-type smooth strains do not mediate Gal-Gal adherence [PMID:1672263].
3513	7158311	http://purl.obolibrary.org/obo/OGG_3007158311	MUTATION: ecpA mutant had attenuated adherence to HEp-2 cells compared to the parental EHEC strain [PMID:17563352].
3514	7158500	http://purl.obolibrary.org/obo/OGG_3007158500	MUTATION: OmpA− strains are unable to cause actin condensation needed for invasion of brain epithelial cells [PMID:10531228].
3515	7158576	http://purl.obolibrary.org/obo/OGG_3007158576	MUTATION: attenuated in mice [PMID:11553558].
3516	7159290	http://purl.obolibrary.org/obo/OGG_3007159290	MUTATION: mutation of dsbA led to degradation of bundilin and an absence of localized adherence to host cells in EPEC [PMID:9224871].
3517	7149956	http://purl.obolibrary.org/obo/OGG_3007149956	MUTATION: OmpA− strains are unable to cause actin condensation needed for invasion of brain epithelial cells [PMID:10531228].
3518	7150281	http://purl.obolibrary.org/obo/OGG_3007150281	MUTATION: tia deletion strains were noninvasive and lacked the ability to adhere to human ileocecal cells [PMID:8675335].
3519	7150945	http://purl.obolibrary.org/obo/OGG_3007150945	MUTATION: chuA mutant unable to grow on iron-depleted medium containing heme [PMID:9157252].
3520	7151167	http://purl.obolibrary.org/obo/OGG_3007151167	MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3521	7151334	http://purl.obolibrary.org/obo/OGG_3007151334	MUTATION: attenuated in mice and humans [PMID:18482721].
3522	7151372	http://purl.obolibrary.org/obo/OGG_3007151372	MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
3523	7151788	http://purl.obolibrary.org/obo/OGG_3007151788	MUTATION: mutant papA in wild-type smooth strains do not mediate Gal-Gal adherence [PMID:1672263].
3524	7151862	http://purl.obolibrary.org/obo/OGG_3007151862	MUTATION: attenuated in mice [PMID:2973985].
3525	7151863	http://purl.obolibrary.org/obo/OGG_3007151863	MUTATION: attenuated in mice [PMID:2973985].
3526	7151864	http://purl.obolibrary.org/obo/OGG_3007151864	MUTATION: attenuated in mice [PMID:2973985].
3527	7151865	http://purl.obolibrary.org/obo/OGG_3007151865	MUTATION: attenuated in mice [PMID:11553558].
3528	7152332	http://purl.obolibrary.org/obo/OGG_3007152332	MUTATION: mutant papA in wild-type smooth strains do not mediate Gal-Gal adherence [PMID:1672263].
3529	7152338	http://purl.obolibrary.org/obo/OGG_3007152338	MUTATION: attenuated to human neutrophils in vitro [PMID:7960108].
3530	7152341	http://purl.obolibrary.org/obo/OGG_3007152341	MUTATION: tia deletion strains were noninvasive and lacked the ability to adhere to human ileocecal cells [PMID:8675335].
3531	7152793	http://purl.obolibrary.org/obo/OGG_3007152793	MUTATION: disruption mutant was less invasive in an in vitro HBMEC invasion assay than the wild-type E. coli K1 [PMID:10948126].
3532	7152851	http://purl.obolibrary.org/obo/OGG_3007152851	MUTATION: attenuated in mice [PMID:2973985].
3533	7153071	http://purl.obolibrary.org/obo/OGG_3007153071	MUTATION: attenuated in mice [PMID:12117951].
3534	7153490	http://purl.obolibrary.org/obo/OGG_3007153490	MUTATION: attenuated in mice [PMID:11553558].
3535	7154218	http://purl.obolibrary.org/obo/OGG_3007154218	MUTATION: mutation of dsbA led to degradation of bundilin and an absence of localized adherence to host cells in EPEC [PMID:9224871].
3536	7144273	http://purl.obolibrary.org/obo/OGG_3007144273	MUTATION: traJ mutants of E. coli K1 are attenuated in rat pups and macrophages [PMID:14688129].
3537	7144350	http://purl.obolibrary.org/obo/OGG_3007144350	MUTATION: traT mutants have altered membrane permeability and are sensitive to hydrophobic antibiotics [PMID:3323837]. 
3538	7145054	http://purl.obolibrary.org/obo/OGG_3007145054	MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3539	7145114	http://purl.obolibrary.org/obo/OGG_3007145114	MUTATION: attenuated in mice [PMID:11553558].
3540	7146638	http://purl.obolibrary.org/obo/OGG_3007146638	MUTATION: attenuated in mice [PMID:2973985].
3541	7146639	http://purl.obolibrary.org/obo/OGG_3007146639	MUTATION: attenuated in mice [PMID:2973985].
3542	7146640	http://purl.obolibrary.org/obo/OGG_3007146640	MUTATION: attenuated in mice [PMID:2973985].
3543	7146641	http://purl.obolibrary.org/obo/OGG_3007146641	MUTATION: attenuated in mice [PMID:2973985].
3544	7147756	http://purl.obolibrary.org/obo/OGG_3007147756	MUTATION: attenuated in mice [PMID:12117951].
3545	7148058	http://purl.obolibrary.org/obo/OGG_3007148058	MUTATION: ecpA mutant had attenuated adherence to HEp-2 cells compared to the parental EHEC strain [PMID:17563352].
3546	7148255	http://purl.obolibrary.org/obo/OGG_3007148255	MUTATION: OmpA− strains are unable to cause actin condensation needed for invasion of brain epithelial cells [PMID:10531228].
3547	7148346	http://purl.obolibrary.org/obo/OGG_3007148346	MUTATION: attenuated in mice [PMID:11553558].
3548	7149102	http://purl.obolibrary.org/obo/OGG_3007149102	MUTATION: mutation of dsbA led to degradation of bundilin and an absence of localized adherence to host cells in EPEC [PMID:9224871].
3549	7140515	http://purl.obolibrary.org/obo/OGG_3007140515	MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3550	7141136	http://purl.obolibrary.org/obo/OGG_3007141136	MUTATION: ecpA mutant had attenuated adherence to HEp-2 cells compared to the parental EHEC strain [PMID:17563352].
3551	7141515	http://purl.obolibrary.org/obo/OGG_3007141515	MUTATION: attenuated in mice [PMID:12117951].
3552	7141983	http://purl.obolibrary.org/obo/OGG_3007141983	MUTATION: attenuated in mice [PMID:11553558].
3553	7142129	http://purl.obolibrary.org/obo/OGG_3007142129	MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
3554	7142472	http://purl.obolibrary.org/obo/OGG_3007142472	MUTATION: attenuated in mice [PMID:2973985].
3555	7142473	http://purl.obolibrary.org/obo/OGG_3007142473	MUTATION: attenuated in mice [PMID:2973985].
3556	7142474	http://purl.obolibrary.org/obo/OGG_3007142474	MUTATION: attenuated in mice [PMID:2973985].
3557	7142475	http://purl.obolibrary.org/obo/OGG_3007142475	MUTATION: attenuated in mice [PMID:2973985].
3558	7142711	http://purl.obolibrary.org/obo/OGG_3007142711	MUTATION: OmpA− strains are unable to cause actin condensation needed for invasion of brain epithelial cells [PMID:10531228].
3559	7142882	http://purl.obolibrary.org/obo/OGG_3007142882	MUTATION: mutation of dsbA led to degradation of bundilin and an absence of localized adherence to host cells in EPEC [PMID:9224871].
3560	7143612	http://purl.obolibrary.org/obo/OGG_3007143612	MUTATION: attenuated in mice. [PMID:11553558].
3561	7119366	http://purl.obolibrary.org/obo/OGG_3007119366	MUTATION: attenuated in mice [PMID:11553558].
3562	7119392	http://purl.obolibrary.org/obo/OGG_3007119392	MUTATION: iroA gene cluster mutants were unable to resist Lcn2 in mouse serum [PMID:17060628].
3563	7119430	http://purl.obolibrary.org/obo/OGG_3007119430	MUTATION: attenuated in chicks [PMID:18541653].
3564	7119431	http://purl.obolibrary.org/obo/OGG_3007119431	MUTATION: attenuated in chicks [PMID:18541653].
3565	7119432	http://purl.obolibrary.org/obo/OGG_3007119432	MUTATION: attenuated in chicks [PMID:18541653].
3566	7119436	http://purl.obolibrary.org/obo/OGG_3007119436	MUTATION: attenuated in mice [PMID:2973985].
3567	7119437	http://purl.obolibrary.org/obo/OGG_3007119437	MUTATION: attenuated in mice [PMID:2973985].
3568	7119438	http://purl.obolibrary.org/obo/OGG_3007119438	MUTATION: attenuated in mice [PMID:2973985].
3569	7119439	http://purl.obolibrary.org/obo/OGG_3007119439	MUTATION: attenuated in mice [PMID:2973985].
3570	7119465	http://purl.obolibrary.org/obo/OGG_3007119465	MUTATION: traJ mutants of E. coli K1 are attenuated in rat pups and macrophages [PMID:14688129].
3571	7119470	http://purl.obolibrary.org/obo/OGG_3007119470	MUTATION: traT mutants have altered membrane permeability and are sensitive to hydrophobic antibiotics [PMID:3323837].
3572	7129499	http://purl.obolibrary.org/obo/OGG_3007129499	MUTATION: attenuated in mice and humans [PMID:18482721].
3573	7129944	http://purl.obolibrary.org/obo/OGG_3007129944	MUTATION: disruption mutant was less invasive  in an in vitro HBMEC invasion assay than the wild-type E. coli K1 [PMID:10948126].
3574	7130155	http://purl.obolibrary.org/obo/OGG_3007130155	MUTATION: OmpA− strains are unable to cause actin condensation needed for invasion of brain epithelial cells [PMID:10531228].
3575	7130233	http://purl.obolibrary.org/obo/OGG_3007130233	MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3576	7130299	http://purl.obolibrary.org/obo/OGG_3007130299	MUTATION: ecpA mutant had attenuated adherence to HEp-2 cells compared to the parental EHEC strain [PMID:17563352].
3577	7130870	http://purl.obolibrary.org/obo/OGG_3007130870	MUTATION: mutation of dsbA led to degradation of bundilin and an absence of localized adherence to host cells in EPEC [PMID:9224871].
3578	7131265	http://purl.obolibrary.org/obo/OGG_3007131265	MUTATION: attenuated in mice [PMID:12117951].
3579	7131480	http://purl.obolibrary.org/obo/OGG_3007131480	MUTATION: attenuated in mice [PMID:11553558].
3580	7131907	http://purl.obolibrary.org/obo/OGG_3007131907	MUTATION: chuA mutant unable to grow on iron-depleted medium containing heme [PMID:9157252].
3581	7132788	http://purl.obolibrary.org/obo/OGG_3007132788	MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
3582	7133169	http://purl.obolibrary.org/obo/OGG_3007133169	MUTATION: mutant papA in wild-type smooth strains do not mediate Gal-Gal adherence [PMID:1672263].
3583	7133342	http://purl.obolibrary.org/obo/OGG_3007133342	MUTATION: tia deletion strains were noninvasive and lacked the ability to adhere to human ileocecal cells [PMID:8675335].
3584	7133471	http://purl.obolibrary.org/obo/OGG_3007133471	MUTATION: attenuated to human neutrophils in vitro [PMID:7960108].
3585	7124740	http://purl.obolibrary.org/obo/OGG_3007124740	MUTATION: OmpA− strains are unable to cause actin condensation needed for invasion of brain epithelial cells [PMID:10531228].
3586	7125629	http://purl.obolibrary.org/obo/OGG_3007125629	MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3587	7126217	http://purl.obolibrary.org/obo/OGG_3007126217	MUTATION: attenuated in mice [PMID:12117951].
3588	7126700	http://purl.obolibrary.org/obo/OGG_3007126700	MUTATION: ecpA mutant had attenuated adherence to HEp-2 cells compared to the parental EHEC strain [PMID:17563352].
3589	7126825	http://purl.obolibrary.org/obo/OGG_3007126825	MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
3590	7127116	http://purl.obolibrary.org/obo/OGG_3007127116	MUTATION: attenuated in mice and humans [PMID:18482721].
3591	7127821	http://purl.obolibrary.org/obo/OGG_3007127821	MUTATION: attenuated in mice [PMID:11553558].
3593	7056322	http://purl.obolibrary.org/obo/OGG_3007056322	MUTATION: bfpE mutant strain of EPEC fails to form detectable BFP and fails to carry out autoaggregation and localized adherence to HEp-2 epithelial cells in tissue culture [PMID:11443077].
3594	7056323	http://purl.obolibrary.org/obo/OGG_3007056323	MUTATION: bfpF mutant colonized the human intestine but was about 200-fold less virulent than the wild-type EPEC [PMID:9641917].
3595	7056324	http://purl.obolibrary.org/obo/OGG_3007056324	MUTATION: mutation in bfpP blocks BFP biogenesis and localized adherence to host cells by EPEC [PMID:10762251].
3596	7056325	http://purl.obolibrary.org/obo/OGG_3007056325	MUTATION: bfpB mutant EPEC is unable to form BFP which is a major virulence factor of EPEC [PMID:8932312].
3597	7056343	http://purl.obolibrary.org/obo/OGG_3007056343	MUTATION: bfpA deletion mutant of EPEC was less virulent in humans than the wild-type EPEC [PMID:9641917].
3598	7056350	http://purl.obolibrary.org/obo/OGG_3007056350	MUTATION: traT mutants have altered membrane permeability and are sensitive to hydrophobic antibiotics [PMID:3323837].
3599	7056370	http://purl.obolibrary.org/obo/OGG_3007056370	MUTATION: traJ mutants of E. coli K1 are attenuated in rat pups and macrophages [PMID:14688129].
3600	7078568	http://purl.obolibrary.org/obo/OGG_3007078568	MUTATION: mutant strain showed reduced bacterial escape from phagosomes of macrophages and virulence in mice [PMID:10760131].
3601	7078927	http://purl.obolibrary.org/obo/OGG_3007078927	MUTATION:  a gtcA mutant was attenuated in mice [PMID:11254558]
3602	7078992	http://purl.obolibrary.org/obo/OGG_3007078992	MUTATION:  a recQ mutant was attenuated in mice [PMID:11254558]
3603	7079328	http://purl.obolibrary.org/obo/OGG_3007079328	MUTATION: mutant strain showed reduced bacterial escape from phagosomes of macrophages and virulence in mice [PMID:10760131].
3604	7079719	http://purl.obolibrary.org/obo/OGG_3007079719	MUTATION: mutant showed attenuated virulence in mice [PMID:15028680].
3605	7080110	http://purl.obolibrary.org/obo/OGG_3007080110	MUTATION:  a recQ mutant was attenuated in mice [PMID:11254558]
3606	7080876	http://purl.obolibrary.org/obo/OGG_3007080876	MUTATION: attenuated in mice [PMID:14638794].
3607	7081139	http://purl.obolibrary.org/obo/OGG_3007081139	MUTATION: mutant strain severely attenuated in cell culture, impaired for adhesion to certain eukaryotic cells [PMID:18599819].
3608	7327429	http://purl.obolibrary.org/obo/OGG_3007327429	MUTATION: mutX mutant is attenuated in mice [PMID:9826334].
3609	7327431	http://purl.obolibrary.org/obo/OGG_3007327431	MUTATION: lytB has reduced colonization of nasopharynx of rats compared to the wild type  [PMID:10992472].
3610	7327530	http://purl.obolibrary.org/obo/OGG_3007327530	MUTATION: cbpG has reduced colonization of nasopharynx of rats and reduced adherence to human epithelial cells [PMID:10992472].
3611	7327675	http://purl.obolibrary.org/obo/OGG_3007327675	MUTATION: The srtA mutant colonized the nasopharynx of chinchillas at a significantly lower level than the wild type [PMID:16246506].
3612	7327738	http://purl.obolibrary.org/obo/OGG_3007327738	MUTATION: nanA mutant is attenuated in mice [PMID:9826334].
3613	7327765	http://purl.obolibrary.org/obo/OGG_3007327765	MUTATION: ciaR mutant is attenuated in mice [PMID:15292127].
3614	7328238	http://purl.obolibrary.org/obo/OGG_3007328238	MUTATION: zmpB mutant is attenuated in mice [PMID:12841855].
3615	7328274	http://purl.obolibrary.org/obo/OGG_3007328274	MUTATION: spxB mutant has a loss in the ability to attach eukayrotic cells and is attenuated in rabbits [PMID:8820650].
3616	7328296	http://purl.obolibrary.org/obo/OGG_3007328296	MUTATION: sodA mutant is attenuated in mice [PMID:10768978].
3617	7328330	http://purl.obolibrary.org/obo/OGG_3007328330	MUTATION: ply mutant is attenuated in mice [PMID:10603379].
3618	7328513	http://purl.obolibrary.org/obo/OGG_3007328513	MUTATION: cbpA mutant is attenuated in rat pups [PMID:9364908].
3619	7328606	http://purl.obolibrary.org/obo/OGG_3007328606	MUTATION: glnA mutant had significantly reduced adhesion to Detroit 562 human pharyngeal epithelial cells [PMID:16787930].
3620	7328624	http://purl.obolibrary.org/obo/OGG_3007328624	MUTATION: htrA mutant is attenuated in mice [PMID:15292127].
3621	7328668	http://purl.obolibrary.org/obo/OGG_3007328668	MUTATION: ccpA mutant is attenuated in mice [PMID:16321938].
3622	7328731	http://purl.obolibrary.org/obo/OGG_3007328731	MUTATION: pclA mutant was defective in adherence and invasion of host cells in vitro [PMID:18557785].
3623	7328802	http://purl.obolibrary.org/obo/OGG_3007328802	MUTATION: codY mutant has lower bacterial loads during infection in mice compared to the wild type and have a diminished ability to adhere to nasopharangeal cells in vitro [PMID:18024519].
3624	7328890	http://purl.obolibrary.org/obo/OGG_3007328890	MUTATION: cbpE has reduced colonization of nasopharynx of rats and reduced adherence to human epithelial cells [PMID:10992472].
3625	7329269	http://purl.obolibrary.org/obo/OGG_3007329269	MUTATION: potD mutant is attenuated in pulmonary and systemic models of infection in mice [PMID:16368990].
3626	7329323	http://purl.obolibrary.org/obo/OGG_3007329323	MUTATION: nox mutant is attenuated in mice [PMID:11158360].
3627	7329421	http://purl.obolibrary.org/obo/OGG_3007329421	MUTATION: clpP mutant is attenuated in mice [PMID:15664911].
3628	7329460	http://purl.obolibrary.org/obo/OGG_3007329460	MUTATION: luxS mutant has defective ability to persist in the nasopharyngeal tissues of mice [PMID:15102809].
3629	7329486	http://purl.obolibrary.org/obo/OGG_3007329486	MUTATION: cbpD has reduced colonization of nasopharynx of rats compared to the wild type [PMID:1099247].
3630	7329489	http://purl.obolibrary.org/obo/OGG_3007329489	MUTATION: nanA mutant is attenuated in mice [PMID:9826334].
3631	7329552	http://purl.obolibrary.org/obo/OGG_3007329552	MUTATION: psrP mutants failed to bind to A549 and LA-4 lung cells, yet adhered normally to human nasopharyngeal epithelial cells and to cells from human and rodent capillary endothelial cell lines. psrP mutants were also unable to persist in the lungs of mice [PMID:18507531].
3632	7847881	http://purl.obolibrary.org/obo/OGG_3007847881	MUTATION: nos mutant is attenuated in mice [PMID:18215992].
3633	7848141	http://purl.obolibrary.org/obo/OGG_3007848141	MUTATION: mntA mutant is attenuated in guinea pigs [PMID:16194238].
3634	7848168	http://purl.obolibrary.org/obo/OGG_3007848168	MUTATION: asbA mutant is attenuated in macrophages and mice [PMID:14756782].
3635	7848233	http://purl.obolibrary.org/obo/OGG_3007848233	MUTATION: A quadruple-knockout strain (Delta sod15 Delta sodA1 Delta sodC Delta sodA2) was attenuated more than 40-fold upon intranasal challenge of mice compared to the wild type [PMID:18955476].
3636	7848783	http://purl.obolibrary.org/obo/OGG_3007848783	MUTATION: codY mutant is attenuated in mice [PMID:19651859].
3637	7848794	http://purl.obolibrary.org/obo/OGG_3007848794	MUTATION: sigB mutant is less virulent in mice than the parental strain [PMID:10960085].
3638	7850123	http://purl.obolibrary.org/obo/OGG_3007850123	MUTATION: A quadruple-knockout strain (Delta sod15 Delta sodA1 Delta sodC Delta sodA2) was attenuated more than 40-fold upon intranasal challenge of mice compared to the wild type [PMID:18955476].
3639	7851138	http://purl.obolibrary.org/obo/OGG_3007851138	MUTATION: clpX deletion mutant is attenuated in mice [PMID:20375606].
3640	7851421	http://purl.obolibrary.org/obo/OGG_3007851421	MUTATION: alo mutant had diminished ability to grow in association with macrophages [PMID:17419764].
3641	7853218	http://purl.obolibrary.org/obo/OGG_3007853218	MUTATION: A quadruple-knockout strain (Delta sod15 Delta sodA1 Delta sodC Delta sodA2) was attenuated more than 40-fold upon intranasal challenge of mice compared to the wild type [PMID:18955476].
3642	7847664	http://purl.obolibrary.org/obo/OGG_3007847664	MUTATION: lef mutant is non-lethal in mice [PMID:1910002].
3644	7847827	http://purl.obolibrary.org/obo/OGG_3007847827	MUTATION: pagA mutant is non-lethal in mice [PMID:1910002].
3645	7847839	http://purl.obolibrary.org/obo/OGG_3007847839	MUTATION: atxA mutant is avirulent in mice [PMID:12224521].
3646	7847529	http://purl.obolibrary.org/obo/OGG_3007847529	MUTATION: acpB mutant is attenuated in mice [PMID:15616593].
3647	7847571	http://purl.obolibrary.org/obo/OGG_3007847571	MUTATION: capD mutant is attenuated in mice [PMID:16045616].
3648	7847606	http://purl.obolibrary.org/obo/OGG_3007847606	MUTATION: capE mutant is avirulent in mice [PMID:16267300].
3649	7782491	http://purl.obolibrary.org/obo/OGG_3007782491	MUTATION: alo mutant has diminished ability to grow in association of macrophages [PMID:17419764].
3650	7782752	http://purl.obolibrary.org/obo/OGG_3007782752	MUTATION: codY mutant is attenuated in mice [PMID:19651859].
3651	7782926	http://purl.obolibrary.org/obo/OGG_3007782926	MUTATION: asbA mutant is attenuated in macrophages and mice [PMID:14756782].
3652	7782979	http://purl.obolibrary.org/obo/OGG_3007782979	MUTATION: sigB mutant is less virulent in mice than the parent strain [PMID:10960085].
3653	7783063	http://purl.obolibrary.org/obo/OGG_3007783063	MUTATION: A quadruple-knockout strain (Delta sod15 Delta sodA1 Delta sodC Delta sodA2) was attenuated more than 40-fold upon intranasal challenge of mice compared to the wild type [PMID:18955476].
3654	7783280	http://purl.obolibrary.org/obo/OGG_3007783280	MUTATION: mntA mutant is attenuated in guinea pigs [PMID:16194238].
3655	7783761	http://purl.obolibrary.org/obo/OGG_3007783761	MUTATION: nos mutant is attenuated in mice [PMID:18215992].
3656	7784922	http://purl.obolibrary.org/obo/OGG_3007784922	MUTATION: clpX deletion mutant is attenuated in mice [PMID:20375606].
3657	7786419	http://purl.obolibrary.org/obo/OGG_3007786419	MUTATION: A quadruple-knockout strain (Delta sod15 Delta sodA1 Delta sodC Delta sodA2) was attenuated more than 40-fold upon intranasal challenge of mice compared to the wild type [PMID:18955476].
3658	7787415	http://purl.obolibrary.org/obo/OGG_3007787415	MUTATION: A quadruple-knockout strain (Delta sod15 Delta sodA1 Delta sodC Delta sodA2) was attenuated more than 40-fold upon intranasal challenge of mice compared to the wild type [PMID:18955476].
3659	7780695	http://purl.obolibrary.org/obo/OGG_3007780695	MUTATION: pagA mutant is non-lethal in mice [PMID:1910002].
3661	7780718	http://purl.obolibrary.org/obo/OGG_3007780718	MUTATION: lef mutant is non-lethal in mice [PMID:1910002].
3662	7780750	http://purl.obolibrary.org/obo/OGG_3007780750	MUTATION: atxA mutant is avirulent in mice [PMID:12224521].
3663	7780535	http://purl.obolibrary.org/obo/OGG_3007780535	MUTATION: acpB mutant is attenuated in mice [PMID:15616593].
3664	7780538	http://purl.obolibrary.org/obo/OGG_3007780538	MUTATION:  capE mutant is avirulent in mice [PMID:16267300].
3665	7780572	http://purl.obolibrary.org/obo/OGG_3007780572	MUTATION: capD mutant is attenuated in mice [PMID:16045616].
3666	7887507	http://purl.obolibrary.org/obo/OGG_3007887507	MUTATION: pilA mutant is attenuated in mice [PMID:15664977].
3667	7888150	http://purl.obolibrary.org/obo/OGG_3007888150	MUTATION: mviN mutant displayed an increased LD50 value in the hamster infection model and a loss of the ability to invade human lung epithelial cells [PMID:17110975].
3668	7888461	http://purl.obolibrary.org/obo/OGG_3007888461	MUTATION: purM mutant is attenuated in mice [PMID:16714590].
3669	7889124	http://purl.obolibrary.org/obo/OGG_3007889124	MUTATION: nth mutant is attenuated in mice [PMID:17189432].
3670	7889272	http://purl.obolibrary.org/obo/OGG_3007889272	MUTATION: ppsA mutant is attenuated in mice [PMID:17189432].
3671	7889294	http://purl.obolibrary.org/obo/OGG_3007889294	MUTATION: hisF mutant is attenuated in mice [PMID:16714590].
3672	7889759	http://purl.obolibrary.org/obo/OGG_3007889759	MUTATION: purN mutant is attenuated in mice [PMID:16714590].
3673	7889774	http://purl.obolibrary.org/obo/OGG_3007889774	MUTATION: rpoE mutant is attenuated in mice [PMID:17346071].
3674	7890481	http://purl.obolibrary.org/obo/OGG_3007890481	MUTATION: lipB mutant is attenuated in mice [PMID:16714590].
3675	7890564	http://purl.obolibrary.org/obo/OGG_3007890564	MUTATION: serC mutant is attenuated in mice [PMID:16997946].
3678	8715786	http://purl.obolibrary.org/obo/OGG_3008715786	MUTATION: toxB mutants had attenuated adherence to Caco-2 cells [PMID:11598035].
